gene_id	symbol	seq_len	seqname	strand	num_A	num_C	num_G	num_T	num_N	pct_at	pct_gc	num_CG_dinuc	exon_count
ENSG00000167676.4	PLIN4	6502	chr19	-	1401	1961	2089	1051	0	0.377114733928022	0.622885266071978	263	8
ENSG00000167680.15	SEMA6B	4412	chr19	-	700	1471	1486	755	0	0.329782411604714	0.670217588395286	328	17
ENSG00000167685.14	ZNF444	7239	chr19	+	1391	2066	2182	1600	0	0.413178615830916	0.586821384169084	258	10
ENSG00000167693.16	NXN	5880	chr17	-	1227	1643	1633	1377	0	0.442857142857143	0.557142857142857	274	15
ENSG00000167695.14	FAM57A	2740	chr17	+	531	808	765	636	0	0.425912408759124	0.574087591240876	157	4
ENSG00000167699.13	GLOD4	5603	chr17	-	1413	1252	1362	1576	0	0.533464215598786	0.466535784401214	176	12
ENSG00000167700.8	MFSD3	1823	chr8	+	240	625	605	353	0	0.325287986834888	0.674712013165112	98	3
ENSG00000167701.13	GPT	2756	chr8	+	424	936	912	484	0	0.329462989840348	0.670537010159652	155	8
ENSG00000167702.11	KIFC2	4447	chr8	+	737	1485	1513	712	0	0.325837643355071	0.674162356644929	280	13
ENSG00000167703.14	SLC43A2	10606	chr17	-	2227	3072	3121	2186	0	0.41608523477277	0.58391476522723	420	19
ENSG00000167705.11	RILP	2103	chr17	-	376	681	709	337	0	0.339039467427485	0.660960532572515	144	7
ENSG00000167711.13	SERPINF2	2348	chr17	+	453	736	700	459	0	0.388415672913118	0.611584327086882	82	11
ENSG00000167716.18	WDR81	7913	chr17	+	1432	2513	2537	1431	0	0.361809680272969	0.638190319727031	374	10
ENSG00000167720.12	SRR	3498	chr17	+	1002	811	789	896	0	0.542595769010863	0.457404230989137	80	11
ENSG00000167721.10	TSR1	5545	chr17	-	1477	1322	1495	1251	0	0.491974752028855	0.508025247971145	180	14
ENSG00000167723.14	TRPV3	9780	chr17	-	2246	2466	2788	2280	0	0.46278118609407	0.537218813905931	270	20
ENSG00000167733.13	HSD11B1L	2991	chr19	+	557	933	969	532	0	0.364092276830492	0.635907723169508	196	8
ENSG00000167740.9	CYB5D2	2182	chr17	+	519	582	621	460	0	0.448670944087993	0.551329055912007	106	6
ENSG00000167741.10	GGT6	3161	chr17	-	656	987	907	611	0	0.400822524517558	0.599177475482442	75	3
ENSG00000167747.13	C19orf48	3256	chr19	-	657	945	931	723	0	0.423832923832924	0.576167076167076	101	6
ENSG00000167748.10	KLK1	2378	chr19	-	431	868	486	593	0	0.430613961312027	0.569386038687973	53	5
ENSG00000167751.12	KLK2	6394	chr19	+	1465	1792	1663	1474	0	0.459649671567094	0.540350328432906	94	7
ENSG00000167754.12	KLK5	1653	chr19	-	338	512	440	363	0	0.424077434966727	0.575922565033273	43	5
ENSG00000167755.13	KLK6	1976	chr19	-	413	591	556	416	0	0.419534412955466	0.580465587044534	50	7
ENSG00000167757.13	KLK11	3113	chr19	-	787	835	906	585	0	0.440732412463861	0.559267587536139	76	8
ENSG00000167759.12	KLK13	2007	chr19	-	476	603	473	455	0	0.463876432486298	0.536123567513702	42	7
ENSG00000167766.18	ZNF83	8028	chr19	-	2246	1752	1813	2217	0	0.555929247633284	0.444070752366717	130	11
ENSG00000167767.13	KRT80	4350	chr12	-	910	1352	1145	943	0	0.425977011494253	0.574022988505747	94	8
ENSG00000167768.4	KRT1	2488	chr12	-	585	557	748	598	0	0.47548231511254	0.52451768488746	59	9
ENSG00000167769.4	ACER1	1445	chr19	-	270	440	373	362	0	0.437370242214533	0.562629757785467	46	6
ENSG00000167770.11	OTUB1	5336	chr11	+	1116	1501	1626	1093	0	0.413980509745127	0.586019490254873	198	8
ENSG00000167771.5	RCOR2	2738	chr11	-	541	864	837	496	0	0.378743608473338	0.621256391526662	121	11
ENSG00000167772.11	ANGPTL4	2482	chr19	+	450	789	720	523	0	0.392022562449637	0.607977437550363	126	8
ENSG00000167774.2	NDUFA7	580	chr19	-	116	189	172	103	0	0.377586206896552	0.622413793103448	42	5
ENSG00000167775.10	CD320	2277	chr19	-	412	703	706	456	0	0.381203337725077	0.618796662274923	106	5
ENSG00000167778.8	SPRYD3	3479	chr12	-	681	899	1064	835	0	0.43575740155217	0.56424259844783	84	11
ENSG00000167779.7	IGFBP6	1279	chr12	+	259	393	425	202	0	0.360437842064113	0.639562157935887	60	6
ENSG00000167780.11	SOAT2	2044	chr12	+	391	602	580	471	0	0.421722113502935	0.578277886497065	73	15
ENSG00000167785.8	ZNF558	8184	chr19	-	2364	1731	1912	2177	0	0.554863147605083	0.445136852394917	119	11
ENSG00000167792.11	NDUFV1	4154	chr11	+	824	1131	1254	945	0	0.425854597977853	0.574145402022147	150	5
ENSG00000167797.7	CDK2AP2	2019	chr11	-	393	634	623	369	0	0.37741456166419	0.62258543833581	129	3
ENSG00000167799.9	NUDT8	1475	chr11	-	216	509	477	273	0	0.331525423728814	0.668474576271186	103	2
ENSG00000167800.9	TBX10	1548	chr11	-	325	542	396	285	0	0.39405684754522	0.60594315245478	35	8
ENSG00000167815.11	PRDX2	2093	chr19	-	446	599	582	466	0	0.43573817486861	0.56426182513139	65	4
ENSG00000167840.13	ZNF232	2794	chr17	-	726	702	745	621	0	0.482104509663565	0.517895490336435	71	6
ENSG00000167842.15	MIS12	3157	chr17	+	917	654	718	868	0	0.565410199556541	0.434589800443459	70	5
ENSG00000167850.3	CD300C	1517	chr17	-	312	476	413	316	0	0.413974950560316	0.586025049439684	41	4
ENSG00000167851.13	CD300A	2686	chr17	+	642	676	810	558	0	0.446760982874162	0.553239017125838	58	8
ENSG00000167861.15	HID1	6196	chr17	-	1170	1986	1818	1222	0	0.386055519690123	0.613944480309877	193	19
ENSG00000167862.9	MRPL58	1108	chr17	+	308	270	290	240	0	0.494584837545126	0.505415162454874	34	7
ENSG00000167863.11	ATP5H	3231	chr17	-	811	745	768	907	0	0.531723924481585	0.468276075518415	54	5
ENSG00000167874.6	TMEM88	875	chr17	+	143	317	233	182	0	0.371428571428571	0.628571428571429	53	2
ENSG00000167880.7	EVPL	7510	chr17	-	1636	2257	2571	1046	0	0.357123834886818	0.642876165113182	378	21
ENSG00000167881.14	SRP68	7641	chr17	-	1872	1833	1847	2089	0	0.518387645596126	0.481612354403874	164	15
ENSG00000167889.12	MGAT5B	6386	chr17	+	1209	2052	1938	1187	0	0.375195740682744	0.624804259317256	320	21
ENSG00000167895.14	TMC8	5459	chr17	+	1011	1785	1558	1105	0	0.387616779629969	0.612383220370031	222	16
ENSG00000167900.11	TK1	1861	chr17	-	323	584	571	383	0	0.379365932294465	0.620634067705535	87	6
ENSG00000167904.14	TMEM68	8574	chr8	-	2523	1558	1634	2859	0	0.627711686494052	0.372288313505948	84	14
ENSG00000167910.3	CYP7A1	2950	chr8	-	903	553	578	916	0	0.616610169491525	0.383389830508475	36	6
ENSG00000167912.5	LOC100505501	1743	chr8	+	426	486	418	413	0	0.481353987378084	0.518646012621916	85	3
ENSG00000167914.11	GSDMA	2273	chr17	+	566	634	576	497	0	0.46766388033436	0.53233611966564	56	14
ENSG00000167916.4	KRT24	1881	chr17	-	499	389	561	432	0	0.494949494949495	0.505050505050505	42	8
ENSG00000167920.8	TMEM99	2362	chr17	+	598	513	452	799	0	0.591447925486876	0.408552074513124	41	4
ENSG00000167925.15	GHDC	4019	chr17	-	776	1248	1160	835	0	0.40084598158746	0.59915401841254	98	10
ENSG00000167930.15	FAM234A	4699	chr16	+	933	1401	1412	953	0	0.401361991913173	0.598638008086827	220	19
ENSG00000167941.2	SOST	2300	chr17	-	568	635	613	484	0	0.457391304347826	0.542608695652174	107	2
ENSG00000167945.1	PRR25	1209	chr16	+	190	452	390	177	0	0.303556658395368	0.696443341604632	93	3
ENSG00000167962.13	ZNF598	4701	chr16	-	831	1550	1548	772	0	0.340991278451393	0.659008721548607	257	6
ENSG00000167964.12	RAB26	2488	chr16	+	492	775	776	445	0	0.376607717041801	0.623392282958199	124	9
ENSG00000167965.17	MLST8	4323	chr16	+	761	1394	1331	837	0	0.369650705528568	0.630349294471432	217	7
ENSG00000167967.15	E4F1	6402	chr16	+	1067	1962	2198	1175	0	0.350203061543268	0.649796938456732	287	6
ENSG00000167968.12	DNASE1L2	2194	chr16	+	362	729	729	374	0	0.335460346399271	0.664539653600729	144	6
ENSG00000167969.12	ECI1	3234	chr16	-	618	966	1013	637	0	0.388064316635745	0.611935683364255	164	6
ENSG00000167971.15	CASKIN1	5889	chr16	-	1053	2089	1932	815	0	0.317201562234675	0.682798437765325	454	20
ENSG00000167972.13	ABCA3	7804	chr16	-	1533	2418	2272	1581	0	0.3990261404408	0.6009738595592	360	33
ENSG00000167977.8	KCTD5	3420	chr16	+	711	910	995	804	0	0.442982456140351	0.557017543859649	137	9
ENSG00000167978.16	SRRM2	13266	chr16	+	3019	3912	3372	2963	0	0.450927182270466	0.549072817729534	501	12
ENSG00000167981.5	ZNF597	5513	chr16	-	1632	1037	1156	1688	0	0.60221295120624	0.39778704879376	71	4
ENSG00000167984.17	NLRC3	6686	chr16	-	1560	1845	1877	1404	0	0.443314388274005	0.556685611725995	195	21
ENSG00000167985.6	SDHAF2	2492	chr11	+	629	580	598	685	0	0.527287319422151	0.472712680577849	41	6
ENSG00000167986.13	DDB1	13950	chr11	-	3514	3129	3448	3859	0	0.528530465949821	0.471469534050179	274	28
ENSG00000167987.10	VPS37C	3960	chr11	-	775	1193	1136	856	0	0.411868686868687	0.588131313131313	121	6
ENSG00000167992.12	VWCE	4874	chr11	-	843	1541	1451	1039	0	0.386130488305293	0.613869511694707	192	21
ENSG00000167994.11	RAB3IL1	3006	chr11	-	578	1013	899	516	0	0.36393878908849	0.63606121091151	131	12
ENSG00000167995.15	BEST1	8930	chr11	+	2157	2354	2307	2112	0	0.478051511758119	0.521948488241881	181	7
ENSG00000167996.15	FTH1	2030	chr11	-	503	523	484	520	0	0.503940886699507	0.496059113300493	62	4
ENSG00000168000.14	BSCL2	3965	chr11	-	803	1094	1170	898	0	0.429003783102144	0.570996216897856	148	16
ENSG00000168002.11	POLR2G	1923	chr11	+	415	508	489	511	0	0.481539261570463	0.518460738429537	45	6
ENSG00000168003.16	SLC3A2	5178	chr11	+	1096	1327	1448	1307	0	0.464078794901506	0.535921205098494	148	15
ENSG00000168004.9	HRASLS5	3268	chr11	-	862	793	738	875	0	0.531517747858017	0.468482252141983	71	6
ENSG00000168005.8	C11orf84	2807	chr11	+	574	839	854	540	0	0.396864980406128	0.603135019593873	129	7
ENSG00000168010.10	ATG16L2	8617	chr11	+	1774	2425	2481	1937	0	0.430660322618081	0.569339677381919	264	15
ENSG00000168014.16	C2CD3	12571	chr11	-	3321	3161	2983	3106	0	0.511256065547689	0.488743934452311	237	43
ENSG00000168016.13	TRANK1	11177	chr3	-	2906	2668	2903	2700	0	0.501565715308222	0.498434284691778	243	25
ENSG00000168026.17	TTC21A;MIR6822	7735	chr3	+	1938	1968	2065	1764	0	0.478603749191985	0.521396250808016	117	28
ENSG00000168028.13	RPSA	3936	chr3	+	1024	786	1011	1115	0	0.54344512195122	0.45655487804878	74	5
ENSG00000168032.8	ENTPD3	3365	chr3	+	911	834	755	865	0	0.52778603268945	0.47221396731055	56	13
ENSG00000168036.16	CTNNB1	6614	chr3	+	1852	1301	1534	1927	0	0.571363773813124	0.428636226186876	115	22
ENSG00000168038.10	ULK4	6579	chr3	-	1764	1466	1548	1801	0	0.54187566499468	0.45812433500532	111	46
ENSG00000168040.4	FADD	1841	chr11	+	397	509	570	365	0	0.413905486148832	0.586094513851168	105	2
ENSG00000168056.15	LTBP3	10298	chr11	-	2008	3081	3310	1899	0	0.379394057098466	0.620605942901534	521	26
ENSG00000168060.15	NAALADL1	4044	chr11	-	753	1291	1209	791	0	0.381800197823937	0.618199802176063	133	11
ENSG00000168061.14	SAC3D1	1772	chr11	+	279	587	615	291	0	0.321670428893905	0.678329571106095	150	3
ENSG00000168062.9	BATF2	2844	chr11	-	631	838	811	564	0	0.420182841068917	0.579817158931083	50	3
ENSG00000168065.15	SLC22A11	5222	chr11	+	1162	1564	1414	1082	0	0.429720413634623	0.570279586365377	154	10
ENSG00000168066.20	SF1	5972	chr11	-	1233	1744	1622	1373	0	0.436369725385131	0.563630274614869	267	15
ENSG00000168067.11	MAP4K2	7649	chr11	-	1767	2117	2104	1661	0	0.448163158582821	0.551836841417179	203	28
ENSG00000168071.21	CCDC88B	8331	chr11	+	1694	2310	2938	1389	0	0.370063617812988	0.629936382187012	315	24
ENSG00000168077.13	SCARA3	4031	chr8	+	936	1261	1118	716	0	0.409823865045894	0.590176134954106	138	7
ENSG00000168078.9	PBK	2165	chr8	-	639	404	470	652	0	0.596304849884527	0.403695150115473	45	8
ENSG00000168079.16	SCARA5	4435	chr8	-	1051	1178	1266	940	0	0.448928974069899	0.551071025930101	142	9
ENSG00000168081.8	PNOC	2126	chr8	+	484	587	548	507	0	0.466133584195673	0.533866415804327	47	6
ENSG00000168090.9	COPS6	2807	chr7	+	702	685	761	659	0	0.484859280370502	0.515140719629498	64	4
ENSG00000168092.13	PAFAH1B2	7104	chr11	+	1869	1470	1612	2153	0	0.56615990990991	0.43384009009009	105	8
ENSG00000168096.14	ANKS3	7868	chr16	-	1729	2166	2355	1618	0	0.425394001016777	0.574605998983223	287	16
ENSG00000168101.14	NUDT16L1	2068	chr16	+	315	583	744	426	0	0.358317214700193	0.641682785299807	108	2
ENSG00000168116.13	KIAA1586	3109	chr6	+	1061	490	640	918	0	0.636539080090061	0.363460919909939	56	4
ENSG00000168118.11	RAB4A	3310	chr1	+	960	618	695	1037	0	0.603323262839879	0.396676737160121	82	9
ENSG00000168135.4	KCNJ4	2065	chr22	-	350	675	678	362	0	0.344794188861985	0.655205811138015	156	2
ENSG00000168137.15	SETD5	10808	chr3	+	2955	2573	2519	2761	0	0.528867505551443	0.471132494448557	183	33
ENSG00000168140.4	VASN	2806	chr16	+	485	993	865	463	0	0.337847469707769	0.662152530292231	167	2
ENSG00000168143.8	FAM83B	3167	chr6	+	1064	661	630	812	0	0.592358699084307	0.407641300915693	55	5
ENSG00000168152.12	THAP9	4332	chr4	+	1399	798	867	1268	0	0.615650969529086	0.384349030470914	61	9
ENSG00000168158.3	OR2C1	1406	chr16	+	307	381	330	388	0	0.494310099573257	0.505689900426743	30	1
ENSG00000168159.10	RNF187	3285	chr1	+	583	1054	984	664	0	0.379604261796043	0.620395738203957	180	5
ENSG00000168172.8	HOOK3	15250	chr8	+	4601	2863	2970	4816	0	0.617508196721312	0.382491803278689	189	25
ENSG00000168175.14	MAPK1IP1L	6988	chr14	+	1933	1437	1387	2231	0	0.595878649112765	0.404121350887235	82	6
ENSG00000168209.4	DDIT4	2058	chr10	+	391	542	670	455	0	0.411078717201166	0.588921282798834	97	2
ENSG00000168214.20	RBPJ	9253	chr4	+	2473	1841	1917	3022	0	0.59386145034043	0.40613854965957	176	24
ENSG00000168216.10	LMBRD1	2402	chr6	-	669	475	460	798	0	0.610741049125729	0.389258950874271	46	16
ENSG00000168228.14	ZCCHC4	4400	chr4	+	1265	837	928	1370	0	0.598863636363636	0.401136363636364	56	14
ENSG00000168229.3	PTGDR	3033	chr14	+	738	718	710	867	0	0.52917903066271	0.47082096933729	97	3
ENSG00000168234.12	TTC39C	7188	chr18	+	1914	1557	1617	2100	0	0.558430717863105	0.441569282136895	155	19
ENSG00000168237.17	GLYCTK	3013	chr3	+	542	861	953	657	0	0.397942250248921	0.602057749751079	67	5
ENSG00000168243.10	GNG4	5401	chr1	-	1224	1435	1331	1411	0	0.487872616182188	0.512127383817812	177	6
ENSG00000168246.5	UBTD2	3301	chr5	-	910	635	808	948	0	0.562859739472887	0.437140260527113	92	3
ENSG00000168255.19	POLR2J3	8814	chr7	-	2227	2222	2208	2157	0	0.49739051508963	0.50260948491037	234	12
ENSG00000168256.17	NKIRAS2	5566	chr17	+	1202	1534	1456	1374	0	0.462809917355372	0.537190082644628	174	6
ENSG00000168259.14	DNAJC7	9373	chr17	-	2562	2054	2303	2454	0	0.535154166222127	0.464845833777873	205	23
ENSG00000168263.8	KCNV2	2186	chr9	+	454	655	642	435	0	0.406678865507777	0.593321134492223	129	2
ENSG00000168264.10	IRF2BP2	4724	chr1	-	1148	1135	1132	1309	0	0.520110076206605	0.479889923793395	193	3
ENSG00000168268.10	NT5DC2	4719	chr3	-	902	1466	1421	930	0	0.388217842763297	0.611782157236703	203	15
ENSG00000168273.7	SMIM4	2482	chr3	+	637	607	558	680	0	0.530620467365028	0.469379532634972	86	5
ENSG00000168275.14	COA6	1257	chr1	+	340	270	320	327	0	0.530628480509149	0.469371519490851	47	3
ENSG00000168280.16	KIF5C	9215	chr2	+	2560	1921	2297	2437	0	0.542268041237113	0.457731958762887	191	28
ENSG00000168282.5	MGAT2	2687	chr14	+	687	608	671	721	0	0.524004465947153	0.475995534052847	109	1
ENSG00000168283.13	BMI1	4283	chr10	+	1261	785	891	1346	0	0.608685500817184	0.391314499182816	112	10
ENSG00000168286.2	THAP11	2114	chr16	+	421	632	643	418	0	0.396877956480605	0.603122043519394	134	1
ENSG00000168288.12	MMADHC	2191	chr2	-	560	451	503	677	0	0.564582382473756	0.435417617526244	57	9
ENSG00000168291.12	PDHB	4717	chr3	-	1192	1047	1066	1412	0	0.552045791816833	0.447954208183167	83	3
ENSG00000168297.15	PXK	5354	chr3	+	1489	1161	1192	1512	0	0.560515502428091	0.439484497571909	109	21
ENSG00000168298.6	HIST1H1E	754	chr6	+	217	231	222	84	0	0.39920424403183	0.60079575596817	50	1
ENSG00000168300.13	PCMTD1	7323	chr8	-	2332	1142	1373	2476	0	0.656561518503346	0.343438481496654	61	10
ENSG00000168301.12	KCTD6	3068	chr3	+	828	636	626	978	0	0.588657105606258	0.411342894393742	43	5
ENSG00000168303.6	MPLKIP	7668	chr7	-	2206	1576	1583	2303	0	0.588028169014085	0.411971830985915	120	2
ENSG00000168306.12	ACOX2	3859	chr3	-	971	1055	971	862	0	0.47499352163773	0.52500647836227	76	15
ENSG00000168309.16	FAM107A	5321	chr3	-	1214	1549	1381	1177	0	0.449351625634279	0.550648374365721	120	8
ENSG00000168310.10	IRF2	3116	chr4	-	824	727	748	817	0	0.526636713735558	0.473363286264442	77	14
ENSG00000168314.17	MOBP	9237	chr3	+	2590	2010	2047	2590	0	0.56078813467576	0.439211865324239	97	11
ENSG00000168329.13	CX3CR1	3655	chr3	-	919	935	826	975	0	0.518194254445964	0.481805745554036	47	5
ENSG00000168333.13	C8orf22	2059	chr8	+	650	343	371	695	0	0.653229723166586	0.346770276833414	19	6
ENSG00000168334.8	XIRP1	6467	chr3	-	1522	2016	1849	1080	0	0.402350394309572	0.597649605690428	139	2
ENSG00000168350.7	DEGS2	4466	chr14	-	745	1468	1465	788	0	0.343260188087774	0.656739811912226	236	4
ENSG00000168356.11	SCN11A	7703	chr3	-	2213	1673	1604	2213	0	0.574581331948592	0.425418668051409	103	26
ENSG00000168374.10	ARF4	2595	chr3	-	655	582	596	762	0	0.546050096339114	0.453949903660886	87	8
ENSG00000168385.17	SEPT2	7378	chr2	+	1914	1561	1737	2166	0	0.552995391705069	0.447004608294931	203	19
ENSG00000168386.18	FILIP1L	5903	chr3	-	2022	1285	1256	1340	0	0.569540911400983	0.430459088599017	91	12
ENSG00000168389.17	MFSD2A	4007	chr1	+	810	1070	1095	1032	0	0.459695532817569	0.540304467182431	90	13
ENSG00000168393.12	DTYMK	2451	chr2	-	495	689	661	606	0	0.449204406364749	0.550795593635251	117	8
ENSG00000168394.10	TAP1	4578	chr6	-	915	1243	1223	1197	0	0.461336828309305	0.538663171690695	139	9
ENSG00000168395.15	ING5	10259	chr2	+	2115	2651	3067	2426	0	0.442635734477045	0.557364265522955	426	14
ENSG00000168397.16	ATG4B	6638	chr2	+	1210	1963	1974	1491	0	0.406899668574872	0.593100331425128	309	15
ENSG00000168398.6	BDKRB2	6845	chr14	+	1750	1753	1829	1513	0	0.476698319941563	0.523301680058437	121	3
ENSG00000168404.12	MLKL	5692	chr16	-	1605	1355	1425	1307	0	0.511595221363317	0.488404778636683	109	9
ENSG00000168411.13	RFWD3	6465	chr16	-	1625	1489	1519	1832	0	0.534725444702243	0.465274555297757	101	16
ENSG00000168421.12	RHOH	6608	chr4	+	1802	1469	1605	1732	0	0.534806295399516	0.465193704600484	97	12
ENSG00000168427.8	KLHL30	3726	chr2	+	691	1149	1162	724	0	0.379763821792807	0.620236178207193	165	8
ENSG00000168434.12	COG7	4343	chr16	-	1102	1140	1101	1000	0	0.483997236932996	0.516002763067004	123	19
ENSG00000168438.14	CDC40	5946	chr6	+	1869	982	1211	1884	0	0.631180625630676	0.368819374369324	57	18
ENSG00000168439.16	STIP1	4657	chr11	+	1138	1206	1333	980	0	0.454799226970152	0.545200773029848	207	16
ENSG00000168447.10	SCNN1B	3918	chr16	+	895	1161	1027	835	0	0.441551812149056	0.558448187850944	119	19
ENSG00000168453.14	HR	8784	chr8	-	1598	2924	2724	1538	0	0.357012750455373	0.642987249544627	339	20
ENSG00000168454.11	TXNDC2	3392	chr18	+	998	820	781	793	0	0.528007075471698	0.471992924528302	29	2
ENSG00000168461.12	RAB31	5586	chr18	+	1483	1192	1354	1557	0	0.54421768707483	0.45578231292517	116	16
ENSG00000168476.11	REEP4	2266	chr8	-	383	707	707	469	0	0.375992939099735	0.624007060900265	111	7
ENSG00000168477.17	TNXB	15623	chr6	-	2977	4970	5001	2675	0	0.36177430711131	0.63822569288869	782	46
ENSG00000168481.8	LGI3	4514	chr8	-	841	1385	1420	868	0	0.378599911386797	0.621400088613203	182	7
ENSG00000168484.12	SFTPC	3188	chr8	+	721	898	910	659	0	0.432873274780427	0.567126725219573	95	7
ENSG00000168487.17	BMP1	7471	chr8	+	1491	2446	2170	1364	0	0.382144291259537	0.617855708740463	334	24
ENSG00000168488.18	ATXN2L	6508	chr16	+	1322	1952	1779	1455	0	0.426705593116165	0.573294406883835	229	20
ENSG00000168490.13	PHYHIP	4170	chr8	-	741	1351	1204	874	0	0.387290167865707	0.612709832134293	137	7
ENSG00000168491.9	CCDC110	3388	chr4	-	1312	606	646	824	0	0.630460448642267	0.369539551357733	54	11
ENSG00000168495.12	POLR3D	5611	chr8	+	1327	1397	1418	1469	0	0.498306897166281	0.501693102833719	127	9
ENSG00000168496.3	FEN1	2478	chr11	+	597	583	770	528	0	0.453995157384988	0.546004842615012	84	2
ENSG00000168497.4	CAVIN2	3229	chr2	-	1047	683	712	787	0	0.567977702074946	0.432022297925054	82	2
ENSG00000168502.17	MTCL1	12665	chr18	+	3016	3394	3616	2639	0	0.446506119226214	0.553493880773786	508	25
ENSG00000168505.6	GBX2	2315	chr2	-	463	742	703	407	0	0.375809935205184	0.624190064794816	197	3
ENSG00000168509.19	HFE2	2418	chr1	-	569	659	592	598	0	0.482630272952854	0.517369727047146	60	5
ENSG00000168517.10	HEXIM2	2038	chr17	+	436	582	679	341	0	0.381256133464181	0.618743866535819	107	6
ENSG00000168522.12	FNTA	9551	chr8	+	2730	1947	2074	2800	0	0.578996963668726	0.421003036331274	167	11
ENSG00000168528.11	SERINC2	3549	chr1	+	608	1119	1042	780	0	0.391096083403776	0.608903916596224	162	14
ENSG00000168530.15	MYL1	1342	chr2	-	397	345	259	341	0	0.549925484351714	0.450074515648286	16	9
ENSG00000168538.15	TRAPPC11	5841	chr4	+	1702	1133	1256	1750	0	0.590994692689608	0.409005307310392	81	30
ENSG00000168539.3	CHRM1	3250	chr11	-	628	1076	916	630	0	0.387076923076923	0.612923076923077	91	4
ENSG00000168542.13	COL3A1;MIR3606	6873	chr2	+	1795	1555	1756	1767	0	0.518259857413066	0.481740142586934	97	49
ENSG00000168546.10	GFRA2	5716	chr8	-	1204	1538	1622	1352	0	0.447165850244926	0.552834149755074	191	14
ENSG00000168556.6	ING2	1426	chr4	+	388	298	439	301	0	0.483169705469846	0.516830294530154	80	3
ENSG00000168564.5	CDKN2AIP	3193	chr4	+	925	628	741	899	0	0.571249608518634	0.428750391481366	85	4
ENSG00000168566.12	SNRNP48	5836	chr6	+	1789	968	1111	1968	0	0.643762851267992	0.356237148732008	64	9
ENSG00000168569.7	TMEM223	2280	chr11	-	532	691	596	461	0	0.435526315789474	0.564473684210526	107	5
ENSG00000168575.9	SLC20A2	6641	chr8	-	1553	1618	1755	1715	0	0.492094564071676	0.507905435928324	256	20
ENSG00000168589.14	DYNLRB2	1464	chr16	+	465	304	285	410	0	0.597677595628415	0.402322404371585	26	7
ENSG00000168591.15	TMUB2	3511	chr17	+	789	973	963	786	0	0.448590145257761	0.551409854742239	95	5
ENSG00000168610.14	STAT3	8812	chr17	-	2200	2056	2317	2239	0	0.503744893327281	0.496255106672719	212	21
ENSG00000168612.4	ZSWIM1	2769	chr20	+	655	795	664	655	0	0.473094980137234	0.526905019862766	49	2
ENSG00000168615.11	ADAM9	6913	chr8	+	2101	1139	1420	2253	0	0.629827860552582	0.370172139447418	89	23
ENSG00000168621.14	GDNF	4273	chr5	-	1136	1026	1082	1029	0	0.50666978703487	0.49333021296513	120	6
ENSG00000168631.12	DPCR1	5682	chr6	+	1963	1583	1166	970	0	0.51619148187258	0.48380851812742	55	6
ENSG00000168646.12	AXIN2	5226	chr17	-	1157	1413	1498	1158	0	0.442977420589361	0.557022579410639	256	15
ENSG00000168653.10	NDUFS5	548	chr1	+	149	117	149	133	0	0.514598540145985	0.485401459854015	22	3
ENSG00000168658.18	VWA3B	8307	chr2	+	2381	1831	2061	2034	0	0.531479475141447	0.468520524858553	165	36
ENSG00000168661.14	ZNF30	2745	chr19	+	830	553	681	681	0	0.550455373406193	0.449544626593807	60	6
ENSG00000168671.9	UGT3A2	2694	chr5	-	633	675	630	756	0	0.515590200445434	0.484409799554566	45	9
ENSG00000168672.3	FAM84B	5404	chr8	-	1295	1275	1387	1447	0	0.50740192450037	0.49259807549963	200	2
ENSG00000168675.18	LDLRAD4	16759	chr18	+	4121	3985	4186	4467	0	0.512441076436542	0.487558923563458	463	20
ENSG00000168676.10	KCTD19	7383	chr16	-	1874	2043	1880	1586	0	0.468644182581606	0.531355817418394	137	17
ENSG00000168679.17	SLC16A4	3167	chr1	-	889	663	640	975	0	0.588569624250079	0.411430375749921	31	10
ENSG00000168685.14	IL7R	6060	chr5	+	1798	1233	1284	1745	0	0.584653465346535	0.415346534653465	44	11
ENSG00000168701.18	TMEM208	1787	chr16	+	381	440	535	431	0	0.454392837157247	0.545607162842753	44	2
ENSG00000168702.17	LRP1B	17040	chr2	-	5129	3250	3943	4718	0	0.57787558685446	0.42212441314554	263	93
ENSG00000168710.17	AHCYL1	5113	chr1	+	1312	1167	1305	1329	0	0.516526501075689	0.483473498924311	133	17
ENSG00000168724.14	DNAJC21	9137	chr5	+	2811	1651	1981	2694	0	0.602495348582686	0.397504651417314	150	14
ENSG00000168734.13	PKIG	2496	chr20	+	581	683	678	554	0	0.454727564102564	0.545272435897436	69	9
ENSG00000168743.12	NPNT	6117	chr4	+	1788	1237	1381	1711	0	0.572012424391041	0.427987575608959	88	20
ENSG00000168748.13	CA7	1862	chr16	+	380	588	547	347	0	0.390440386680988	0.609559613319012	78	8
ENSG00000168754.14	FAM178B	3545	chr2	-	679	1142	1033	691	0	0.386459802538787	0.613540197461213	97	21
ENSG00000168758.10	SEMA4C	6157	chr2	-	1105	1779	1842	1431	0	0.411888906935196	0.588111093064804	233	16
ENSG00000168763.15	CNNM3	4416	chr2	+	755	1338	1367	956	0	0.387454710144928	0.612545289855073	258	6
ENSG00000168765.15	GSTM4	5460	chr1	+	1141	1457	1450	1412	0	0.467582417582418	0.532417582417582	83	7
ENSG00000168769.13	TET2	16474	chr4	+	4999	3425	3311	4739	0	0.591113269394197	0.408886730605803	206	13
